"File","Line","Severity","Code","Message"
"docs\reviews\Batch-7-Implementation-Notes.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reviews\Batch-8-Implementation-Notes.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\reviews\Batch-8-Implementation-Notes.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reviews\Documentation-Engine-Refactor-2026-07-31.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\reviews\Documentation-Engine-Refactor-2026-07-31.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reviews\README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\reviews\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\roadmap\README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\roadmap\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\shared\acknowledgements.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\shared\acknowledgements.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\shared\copyright.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\shared\copyright.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\shared\coverpage.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\shared\coverpage.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\shared\data-source-notices.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\shared\data-source-notices.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\shared\glossary.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\shared\glossary.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\shared\introduction.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\shared\introduction.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\shared\licence.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\shared\licence.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\shared\revision-history.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\shared\revision-history.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\shared\third-party-notices.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\shared\third-party-notices.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\standards\coding-standard.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\standards\coding-standard.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\standards\documentation-standard.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\standards\documentation-standard.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\standards\plugin-package-architecture.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\standards\plugin-package-architecture.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\standards\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\standards\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\standards\security-standard.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\standards\security-standard.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\standards\testing-standard.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\standards\testing-standard.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\templates\appendix.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\templates\appendix.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\templates\architecture.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\templates\architecture.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\templates\chapter.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\templates\chapter.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\templates\coverpage.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\templates\coverpage.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\templates\plugin-java\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\templates\plugin-java\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\templates\release-notes.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\templates\release-notes.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\01-introduction.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\01-introduction.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\02-prerequisites-and-installation.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\02-prerequisites-and-installation.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\03-sql-server-setup.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\03-sql-server-setup.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\04-configuration.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\04-configuration.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\05-command-line-use.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\05-command-line-use.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\06-ofgem-price-cap-plugin.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\06-ofgem-price-cap-plugin.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\07-openmeteo-weather-plugin.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\07-openmeteo-weather-plugin.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\08-multiple-plugins-and-parallelism.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\08-multiple-plugins-and-parallelism.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\08-octopus-energy-statements.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\08-octopus-energy-statements.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\09-dry-runs.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\09-dry-runs.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\10-logs-audit-and-troubleshooting.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\10-logs-audit-and-troubleshooting.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\11-maintenance-and-security.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\11-maintenance-and-security.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\user-guide\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\user-guide\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"duplicate_classes_report.md",,"Error","MISSING_H1","No level-one Markdown heading was found."
"LICENSE.md",,"Error","MISSING_H1","No level-one Markdown heading was found."
"OPEN_DATA_2_1_CHANGESET.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"OPEN_DATA_2_1_CHANGESET.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"RELEASE_NOTES.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"RELEASE_NOTES.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"scripts\README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"scripts\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"SECURITY.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"SECURITY.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"sql\README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"sql\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"src\test\README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"src\test\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"THIRD-PARTY-NOTICES.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"THIRD-PARTY-NOTICES.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"tools\README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"tools\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
